;palabra;segmentacion
564;kurengen;['kure', 'nge', 'n']
565;katruntukuñmangen;['katru', 'n', 'tuku', 'ñma', 'nge', 'n']
566;fenten;['fente', 'n']
567;chumngechifun;['chumngechi', 'fu', 'n']
568;tukulelngen;['tuku', 'lel', 'nge', 'n']
569;konputuan;['kon', 'pu', 'tu', 'a', 'n']
570;küpawiñon;['küpa', 'wiño', 'n']
571;küpaküdawtulean;['küpa', 'küdaw', 'tu', 'le', 'a', 'n']
572;porotokechilen;['poroto', 'kechi', 'le', 'n']
573;angkümmekerken;['angk', 'üm', 'meke', 'rke', 'n']
574;falen;['fal', 'e', 'n']
575;angkümken;['angk', 'üm', 'ke', 'n']
576;femngechilen;['femngechi', 'le', 'n']
577;ngenngepun;['ngen', 'nge', 'pu', 'n']
578;tukungeken;['tuku', 'nge', 'ke', 'n']
579;anüken;['anü', 'ke', 'n']
580;trafan;['traf', 'a', 'n']
581;küpaküdawkülen;['küpa', 'küdaw', 'küle', 'n']
582;küpayenien;['küpa', 'ye', 'nie', 'n']
583;yeniean;['ye', 'nie', 'a', 'n']
584;layan;['la', 'ya', 'n']
585;fantepun;['fante', 'pu', 'n']
586;ramtuen;['ramtu', 'e', 'n']
587;küdawlepun;['küdaw', 'le', 'pu', 'n']
588;chummeken;['chum', 'meke', 'n']
589;dewmameken;['dewma', 'meke', 'n']
590;cementangen;['cementa', 'nge', 'n']
591;anumngean;['anu', 'm', 'nge', 'a', 'n']
592;fuertengen;['fuerte', 'nge', 'n']
593;arengen;['are', 'nge', 'n']
594;mülepuken;['müle', 'pu', 'ke', 'n']
595;dewan;['dew', 'a', 'n']
596;pingekunun;['pi', 'nge', 'kunu', 'n']
597;küpatun;['küpa', 'tu', 'n']
598;küpakimin;['küpa', 'kim', 'i', 'n']
599;dewman;['dewma', 'n']
600;katrungean;['katru', 'nge', 'a', 'n']
601;katrungen;['katru', 'nge', 'n']
602;kaken;['ka', 'ke', 'n']
603;yewan;['ye', 'w', 'a', 'n']
604;ngillangean;['ngilla', 'nge', 'a', 'n']
605;ngutuan;['ngutu', 'a', 'n']
606;ipan;['i', 'pa', 'n']
607;kelluken;['kellu', 'ke', 'n']
608;mapudunguken;['mapudungu', 'ke', 'n']
609;pikunun;['pi', 'kunu', 'n']
610;chumkunuan;['chum', 'kunu', 'a', 'n']
611;kulpangean;['kulpa', 'nge', 'a', 'n']
612;kutrantukunuan;['kutran', 'tu', 'kunu', 'a', 'n']
613;kutrantuan;['kutran', 'tu', 'a', 'n']
614;perden;['perde', 'n']
615;mapungetun;['mapu', 'nge', 'tu', 'n']
616;acordaniekefun;['acorda', 'nie', 'ke', 'fu', 'n']
617;tuwkefun;['tuw', 'ke', 'fu', 'n']
618;mapuchedungukefun;['mapuche', 'dungu', 'ke', 'fu', 'n']
619;duamkülen;['duam', 'küle', 'n']
620;nütramkakefun;['nütramka', 'ke', 'fu', 'n']
621;pichiken;['pichi', 'ke', 'n']
622;kimwingkadunguafun;['kim', 'wingkadungu', 'a', 'fu', 'n']
623;dirigentekunungen;['dirigente', 'kunu', 'nge', 'n']
624;kimürpun;['kimü', 'rpu', 'n']
625;interesayan;['interesa', 'ya', 'n']
626;kümekefun;['küme', 'ke', 'fu', 'n']
627;kimelkefun;['kimel', 'ke', 'fu', 'n']
628;basicongen;['basico', 'nge', 'n']
629;puwyen;['puw', 'ye', 'n']
630;ulelngekefun;['ulel', 'nge', 'ke', 'fu', 'n']
631;estudian;['estudia', 'n']
632;küdawlen;['küdaw', 'le', 'n']
633;inteligentengen;['inteligente', 'nge', 'n']
634;ngillayan;['ngilla', 'ya', 'n']
635;matetuan;['mate', 'tu', 'a', 'n']
636;yafutukunun;['yafutu', 'kunu', 'n']
637;anulen;['anu', 'le', 'n']
638;ülkantun;['ülkantu', 'n']
639;ülkantukefun;['ülkantu', 'ke', 'fu', 'n']
640;ayukefun;['ayu', 'ke', 'fu', 'n']
641;allkün;['allkü', 'n']
642;rulpangen;['rulpa', 'nge', 'n']
643;chiwudchiwudngen;['chiwud', 'chiwud', 'nge', 'n']
644;kantalekefun;['kanta', 'le', 'ke', 'fu', 'n']
645;aceptan;['acepta', 'n']
646;miyawlken;['miyaw', 'l', 'ke', 'n']
647;allküngen;['allkü', 'nge', 'n']
648;miyawlen;['miyaw', 'le', 'n']
649;mülekerkefun;['müle', 'ke', 'rke', 'fu', 'n']
650;fülkülen;['fül', 'küle', 'n']
651;konpan;['kon', 'pa', 'n']
652;mawüan;['mawü', 'a', 'n']
653;meken;['meke', 'n']
654;montuan;['montu', 'a', 'n']
655;felean;['fele', 'a', 'n']
656;apümngean;['apü', 'm', 'nge', 'a', 'n']
657;katrun;['katru', 'n']
658;allkutulekefun;['allkutu', 'le', 'ke', 'fu', 'n']
659;pipin;['pi', 'pi', 'n']
660;mawün;['maw', 'ün']
661;amulekefun;['amu', 'le', 'ke', 'fu', 'n']
662;amukan;['amu', 'ka', 'n']
663;acordatun;['acorda', 'tu', 'n']
664;kintuñmangen;['kintu', 'ñma', 'nge', 'n']
665;puralen;['pura', 'le', 'n']
666;pipurken;['pi', 'pu', 'rke', 'n']
667;cerran;['cerra', 'n']
668;pirken;['pi', 'rke', 'n']
669;wakeñkülen;['wakeñ', 'küle', 'n']
670;ngüman;['ngüma', 'n']
671;fülfülkülen;['fül', 'fül', 'küle', 'n']
672;montun;['montu', 'n']
673;visitayawülkefun;['visita', 'yaw', 'ül', 'ke', 'fu', 'n']
674;aprenden;['aprende', 'n']
675;awkantun;['awkantu', 'n']
676;kuden;['kude', 'n']
677;lupümngekefun;['lup', 'üm', 'nge', 'ke', 'fu', 'n']
678;kurülekefun;['kurü', 'le', 'ke', 'fu', 'n']
679;pipingekerkefun;['pi', 'pi', 'nge', 'ke', 'rke', 'fu', 'n']
680;chiwudkefun;['chiwud', 'ke', 'fu', 'n']
681;kurüngen;['kurü', 'nge', 'n']
682;pilen;['pi', 'le', 'n']
683;ramtungen;['ramtu', 'nge', 'n']
684;katruñmangen;['katru', 'ñma', 'nge', 'n']
685;kümelkaletun;['küme', 'l', 'ka', 'le', 'tu', 'n']
686;mülepun;['müle', 'pu', 'n']
687;ngümakonkülen;['ngüma', 'kon', 'küle', 'n']
688;kümelen;['küme', 'le', 'n']
689;kümelkalen;['küme', 'l', 'ka', 'le', 'n']
690;niepan;['nie', 'pa', 'n']
691;katrupan;['katru', 'pa', 'n']
692;katrukachupan;['katru', 'kachu', 'pa', 'n']
693;katrukefun;['katru', 'ke', 'fu', 'n']
694;katrungeken;['katru', 'nge', 'ke', 'n']
695;atungean;['atu', 'nge', 'a', 'n']
696;konpayan;['kon', 'pa', 'ya', 'n']
697;adngean;['ad', 'nge', 'a', 'n']
698;pepan;['pe', 'pa', 'n']
699;wedapayafun;['weda', 'pa', 'ya', 'fu', 'n']
700;ipayafun;['i', 'pa', 'ya', 'fu', 'n']
701;utrufentumeken;['utrufentu', 'meke', 'n']
702;motrileken;['motri', 'le', 'ke', 'n']
703;iyan;['i', 'ya', 'n']
704;küdawkülen;['küdaw', 'küle', 'n']
705;munulongkolen;['munu', 'longko', 'le', 'n']
706;takungen;['taku', 'nge', 'n']
707;wirarkülen;['wirar', 'küle', 'n']
708;küpallen;['küpal', 'le', 'n']
709;konpatun;['kon', 'pa', 'tu', 'n']
710;chumken;['chum', 'ke', 'n']
711;ingkaken;['ingka', 'ke', 'n']
712;weshakelukiyawken;['weshakelu', 'kiyaw', 'ke', 'n']
713;utruftungen;['utruf', 'tu', 'nge', 'n']
714;lufkülen;['luf', 'küle', 'n']
715;wünen;['wüne', 'n']
716;papeltuan;['papel', 'tu', 'a', 'n']
717;nguñelefun;['nguñe', 'le', 'fu', 'n']
718;in;['i', 'n']
719;newentun;['newen', 'tu', 'n']
720;femngechilerken;['femngechi', 'le', 'rke', 'n']
721;trawürumen;['trawü', 'rume', 'n']
722;kullingen;['kulli', 'nge', 'n']
723;küpayan;['küpa', 'ya', 'n']
724;küdawpayan;['küdaw', 'pa', 'ya', 'n']
725;dewmaiyan;['dewma', 'i', 'ya', 'n']
726;rakin;['raki', 'n']
727;rupayan;['rupa', 'ya', 'n']
728;feyngerken;['fey', 'nge', 'rke', 'n']
729;weychan;['weycha', 'n']
730;dewmapun;['dewma', 'pu', 'n']
731;weshakelutulen;['weshakelu', 'tu', 'le', 'n']
732;numun;['numu', 'n']
733;kutranken;['kutran', 'ke', 'n']
734;perkanken;['perkan', 'ke', 'n']
735;fun;['', 'fu', 'n']
736;dungungen;['dungu', 'nge', 'n']
737;nungen;['nu', 'nge', 'n']
738;nentutun;['nentu', 'tu', 'n']
739;pinien;['pi', 'nie', 'n']
740;muntutun;['muntu', 'tu', 'n']
741;mongelen;['monge', 'le', 'n']
742;ngeafun;['nge', 'a', 'fu', 'n']
743;pian;['pi', 'a', 'n']
744;tralkatukonpan;['tralkatu', 'kon', 'pa', 'n']
745;langümafun;['la', 'ngüma', 'fu', 'n']
746;tralkan;['tralka', 'n']
747;kewayan;['kewa', 'ya', 'n']
748;llowdunguaen;['llow', 'dungu', 'a', 'e', 'n']
749;nütramkangeken;['nütramka', 'nge', 'ke', 'n']
750;kulliken;['kulli', 'ke', 'n']
751;kullingean;['kulli', 'nge', 'a', 'n']
752;kullian;['kulli', 'a', 'n']
753;nierkefun;['nie', 'rke', 'fu', 'n']
754;ngenngepan;['ngen', 'nge', 'pa', 'n']
755;ngenngepatun;['ngen', 'nge', 'pa', 'tu', 'n']
756;lladküken;['lladkü', 'ke', 'n']
757;privatizalen;['privatiza', 'le', 'n']
758;wedwedkülen;['wedwed', 'küle', 'n']
759;rufngen;['ruf', 'nge', 'n']
760;feypipingen;['fey', 'pi', 'pi', 'nge', 'n']
761;kewameken;['kewa', 'meke', 'n']
762;dewmarukafengen;['dewma', 'ruka', 'fe', 'nge', 'n']
763;kofkefengen;['kofke', 'fe', 'nge', 'n']
764;leputufengen;['lepu', 'tu', 'fe', 'nge', 'n']
765;nentuafun;['nentu', 'a', 'fu', 'n']
766;kellungean;['kellu', 'nge', 'a', 'n']
767;afkadian;['afkadi', 'a', 'n']
768;ayentungean;['ayentu', 'nge', 'a', 'n']
769;nütramkangen;['nütramka', 'nge', 'n']
770;entunien;['entu', 'nie', 'n']
771;yelmen;['ye', 'l', 'me', 'n']
772;kumentuken;['kumentu', 'ke', 'n']
773;ikefun;['i', 'ke', 'fu', 'n']
774;ingekefun;['i', 'nge', 'ke', 'fu', 'n']
775;yeniefun;['ye', 'nie', 'fu', 'n']
776;yeniekefun;['ye', 'nie', 'ke', 'fu', 'n']
777;chemkunungekefun;['chem', 'kunu', 'nge', 'ke', 'fu', 'n']
778;tukulelngekefun;['tuku', 'lel', 'nge', 'ke', 'fu', 'n']
779;llamkümken;['llamkü', 'm', 'ke', 'n']
780;femngekefun;['fem', 'nge', 'ke', 'fu', 'n']
781;angümelngekefun;['angüm', 'el', 'nge', 'ke', 'fu', 'n']
782;famkunungen;['fam', 'kunu', 'nge', 'n']
783;adkünungen;['ad', 'künu', 'nge', 'n']
784;allkütun;['allkü', 'tu', 'n']
785;dewmakelefun;['dewma', 'ke', 'le', 'fu', 'n']
786;pepilkan;['pepi', 'l', 'ka', 'n']
787;wingkadungukakefun;['wingkadungu', 'ka', 'ke', 'fu', 'n']
788;nentukefun;['nentu', 'ke', 'fu', 'n']
789;chillkan;['chillka', 'n']
790;küdawtun;['küdaw', 'tu', 'n']
791;longkotukuniekafun;['longko', 'tuku', 'nie', 'ka', 'fu', 'n']
792;lawentuan;['lawen', 'tu', 'a', 'n']
793;tukuken;['tuku', 'ke', 'n']
794;tukuniefun;['tuku', 'nie', 'fu', 'n']
795;wirian;['wiri', 'a', 'n']
796;küpaadumwluan;['küpa', 'adum', 'w', 'lu', 'a', 'n']
797;adngetuafun;['ad', 'nge', 'tu', 'a', 'fu', 'n']
798;küpawirin;['küpa', 'wiri', 'n']
799;pifun;['pi', 'fu', 'n']
800;piaen;['pi', 'a', 'e', 'n']
801;tripalen;['tripa', 'le', 'n']
802;mongelken;['monge', 'l', 'ke', 'n']
803;longkotukunien;['longko', 'tuku', 'nie', 'n']
804;chumkunuafun;['chum', 'kunu', 'a', 'fu', 'n']
805;tukufun;['tuku', 'fu', 'n']
806;chillkatukuan;['chillka', 'tuku', 'a', 'n']
807;tuntungen;['tun', 'tu', 'nge', 'n']
808;dewmangean;['dewma', 'nge', 'a', 'n']
809;tukungean;['tuku', 'nge', 'a', 'n']
810;tukungekerkefun;['tuku', 'nge', 'ke', 'rke', 'fu', 'n']
811;chemngean;['chem', 'nge', 'a', 'n']
812;putokongean;['putoko', 'nge', 'a', 'n']
813;putokoan;['putoko', 'a', 'n']
814;purakintukefun;['pura', 'kintu', 'ke', 'fu', 'n']
815;allküñmakefun;['allkü', 'ñma', 'ke', 'fu', 'n']
816;lawentuchefefun;['lawen', 'tu', 'che', 'fe', 'fu', 'n']
817;lawentuchefengen;['lawen', 'tu', 'che', 'fe', 'nge', 'n']
818;lawentuchengefun;['lawen', 'tu', 'che', 'nge', 'fu', 'n']
819;nguyun;['nguyu', 'n']
820;operangetun;['opera', 'nge', 'tu', 'n']
821;nawñman;['naw', 'ñma', 'n']
822;famngekefun;['fam', 'nge', 'ke', 'fu', 'n']
823;trapümngekefun;['trap', 'üm', 'nge', 'ke', 'fu', 'n']
824;trafümngekefun;['traf', 'üm', 'nge', 'ke', 'fu', 'n']
825;chemkülekefun;['chem', 'küle', 'ke', 'fu', 'n']
826;wemakechilekefun;['wema', 'kechi', 'le', 'ke', 'fu', 'n']
827;shampookechilen;['shampoo', 'kechi', 'le', 'n']
828;masajengekefun;['masaje', 'nge', 'ke', 'fu', 'n']
829;nakümngekefun;['nakü', 'm', 'nge', 'ke', 'fu', 'n']
830;pidekefun;['pide', 'ke', 'fu', 'n']
831;kimniekefun;['kim', 'nie', 'ke', 'fu', 'n']
832;yemekefun;['ye', 'meke', 'fu', 'n']
833;ngillatumekefun;['ngillatu', 'me', 'ke', 'fu', 'n']
834;yemengekefun;['ye', 'me', 'nge', 'ke', 'fu', 'n']
835;kutranamunken;['kutra', 'namun', 'ke', 'n']
836;tripalken;['tripa', 'l', 'ke', 'n']
837;afken;['af', 'ke', 'n']
838;nentungeken;['nentu', 'nge', 'ke', 'n']
839;anutukungeken;['anu', 'tuku', 'nge', 'ke', 'n']
840;chemngeken;['chem', 'nge', 'ke', 'n']
841;tallangetuken;['talla', 'nge', 'tu', 'ke', 'n']
842;müleyekan;['müle', 'ye', 'ka', 'n']
843;chemnien;['chem', 'nie', 'n']
844;püñeñngeken;['püñeñ', 'nge', 'ke', 'n']
845;llitungeken;['llitu', 'nge', 'ke', 'n']
846;putokolngen;['putoko', 'l', 'nge', 'n']
847;chemchiñmangekefun;['chem', 'chi', 'ñma', 'nge', 'ke', 'fu', 'n']
848;tukulngeken;['tuku', 'l', 'nge', 'ke', 'n']
849;kimnieken;['kim', 'nie', 'ke', 'n']
850;malukaken;['malu', 'ka', 'ke', 'n']
851;adkunuken;['ad', 'kunu', 'ke', 'n']
852;tukungen;['tuku', 'nge', 'n']
853;tukuan;['tuku', 'a', 'n']
854;ayiwün;['ayi', 'w', 'ün']
855;küpakimnien;['küpa', 'kim', 'nie', 'n']
856;fendeken;['fende', 'ke', 'n']
857;küdawkechilen;['küdaw', 'kechi', 'le', 'n']
858;dewmafun;['dewma', 'fu', 'n']
859;añolen;['año', 'le', 'n']
860;pütrüllefun;['pütrü', 'lle', 'fu', 'n']
861;pütrünlefun;['pütrün', 'le', 'fu', 'n']
862;opinan;['opina', 'n']
863;kimelngen;['kimel', 'nge', 'n']
864;ayin;['ayi', 'n']
865;dunguafun;['dungu', 'a', 'fu', 'n']
866;pewmangen;['pewmange', 'n']
867;purayan;['pura', 'ya', 'n']
868;adnien;['ad', 'nie', 'n']
869;chumlean;['chum', 'le', 'a', 'n']
870;chumlerpuan;['chum', 'le', 'rpu', 'a', 'n']
871;allkütuken;['allkü', 'tu', 'ke', 'n']
872;feypilen;['fey', 'pi', 'le', 'n']
873;nentuniean;['nentu', 'nie', 'a', 'n']
874;forran;['forra', 'n']
875;weftun;['wef', 'tu', 'n']
876;borraken;['borra', 'ke', 'n']
877;borrangeken;['borra', 'nge', 'ke', 'n']
878;perdefun;['perde', 'fu', 'n']
879;lladkütun;['lladkü', 'tu', 'n']
880;lladkütumeken;['lladkü', 'tu', 'meke', 'n']
881;mülemülengepaken;['müle', 'mü', 'le', 'nge', 'pa', 'ke', 'n']
882;wechechengen;['weche', 'che', 'nge', 'n']
883;wiñokefun;['wiño', 'ke', 'fu', 'n']
884;mekekefun;['meke', 'ke', 'fu', 'n']
885;tocaen;['toca', 'e', 'n']
886;femngechingean;['femngechi', 'nge', 'a', 'n']
887;wedwedngekefun;['wedwed', 'nge', 'ke', 'fu', 'n']
888;kimngekefun;['kim', 'nge', 'ke', 'fu', 'n']
889;pilekefun;['pi', 'le', 'ke', 'fu', 'n']
890;mallmanngekefun;['mallman', 'nge', 'ke', 'fu', 'n']
891;huasolekefun;['huaso', 'le', 'ke', 'fu', 'n']
892;traytrayyawkefun;['tray', 'tray', 'yaw', 'ke', 'fu', 'n']
893;humitatun;['humita', 'tu', 'n']
894;wingkawchefun;['wingka', 'wche', 'fu', 'n']
895;mallmallngekefun;['mallmall', 'nge', 'ke', 'fu', 'n']
896;mallmallngen;['mallmall', 'nge', 'n']
897;trarin;['trari', 'n']
898;ayiwkefun;['ayi', 'w', 'ke', 'fu', 'n']
899;kintukefun;['kintu', 'ke', 'fu', 'n']
900;ketrakefun;['ketra', 'ke', 'fu', 'n']
901;willufkefun;['willuf', 'ke', 'fu', 'n']
902;trekan;['treka', 'n']
903;yelmeen;['ye', 'l', 'me', 'e', 'n']
904;fenden;['fende', 'n']
905;femkellefun;['fem', 'ke', 'lle', 'fu', 'n']
906;famfamtuwkefun;['fam', 'fam', 'tu', 'w', 'ke', 'fu', 'n']
907;ngillametun;['ngilla', 'me', 'tu', 'n']
908;küdawtuan;['küdaw', 'tu', 'a', 'n']
909;wilifñman;['wilif', 'ñma', 'n']
910;horan;['hora', 'n']
911;wedwedkülekefun;['wedwed', 'küle', 'ke', 'fu', 'n']
912;pengean;['pe', 'nge', 'a', 'n']
913;sakiñngefun;['sakiñ', 'nge', 'fu', 'n']
914;kiñengefun;['kiñe', 'nge', 'fu', 'n']
915;weñekunuñmangen;['weñe', 'kunu', 'ñma', 'nge', 'n']
916;gastan;['gasta', 'n']
917;arrendanien;['arrenda', 'nie', 'n']
918;weñeñmangen;['weñe', 'ñma', 'nge', 'n']
919;llamarumen;['llama', 'rume', 'n']
920;ngümangümangen;['ngüma', 'ngüma', 'nge', 'n']
921;nentuñmangen;['nentu', 'ñma', 'nge', 'n']
922;chamalltukefun;['chamall', 'tu', 'ke', 'fu', 'n']
923;piwkefun;['pi', 'w', 'ke', 'fu', 'n']
924;yeñmangen;['ye', 'ñma', 'nge', 'n']
925;füchachengen;['fücha', 'che', 'nge', 'n']
926;chemlen;['chem', 'le', 'n']
927;awkantumeken;['awkantu', 'meke', 'n']
928;mülekafun;['müle', 'ka', 'fu', 'n']
929;mapudunguletun;['mapudungu', 'le', 'tu', 'n']
930;küpakimmapudunguan;['küpa', 'kim', 'mapudungu', 'a', 'n']
931;tukutuluan;['tuku', 'tu', 'lu', 'a', 'n']
932;enfermerangen;['enfermera', 'nge', 'n']
933;ngen;['nge', 'n']
934;trapituken;['trapi', 'tu', 'ke', 'n']
935;furirken;['furi', 'rke', 'n']
936;furen;['fure', 'n']
937;aduman;['adum', 'a', 'n']
938;pamulongkolen;['pamu', 'longko', 'le', 'n']
939;pamupiwkelen;['pamupiwke', 'le', 'n']
940;tripapan;['tripa', 'pa', 'n']
941;utrufrupan;['utrufrupa', 'n']
942;mongetuan;['monge', 'tu', 'a', 'n']
943;nierken;['nie', 'rke', 'n']
944;putokoken;['putoko', 'ke', 'n']
945;putokon;['putoko', 'n']
946;aren;['are', 'n']
947;arelen;['are', 'le', 'n']
948;pamulen;['pamu', 'le', 'n']
949;aluñmayan;['alu', 'ñma', 'ya', 'n']
950;lawentuñmupayan;['lawen', 'tu', 'ñmu', 'pa', 'ya', 'n']
951;ramtupayan;['ramtu', 'pa', 'ya', 'n']
952;wemunentungeafun;['wemunentu', 'nge', 'a', 'fu', 'n']
953;mülepen;['müle', 'pe', 'n']
954;feypipin;['fey', 'pi', 'pi', 'n']
955;kutranlen;['kutran', 'le', 'n']
956;umawpun;['umaw', 'pu', 'n']
957;wemunentungen;['wemunentu', 'nge', 'n']
958;amulefun;['amu', 'le', 'fu', 'n']
959;konfun;['kon', 'fu', 'n']
960;operan;['opera', 'n']
961;kuydapatun;['kuyda', 'pa', 'tu', 'n']
962;kuydangen;['kuyda', 'nge', 'n']
963;kümelkayan;['küme', 'l', 'ka', 'ya', 'n']
964;chüfün;['chüfü', 'n']
965;sondatulen;['sonda', 'tu', 'le', 'n']
966;estudiapatufun;['estudia', 'pa', 'tu', 'fu', 'n']
967;pemean;['pe', 'me', 'a', 'n']
968;müleputun;['müle', 'pu', 'tu', 'n']
969;küdawnawpun;['küdaw', 'naw', 'pu', 'n']
970;kümelkalepun;['küme', 'l', 'ka', 'le', 'pu', 'n']
971;tan;['ta', 'n']
972;fanteken;['fante', 'ke', 'n']
973;akutufun;['aku', 'tu', 'fu', 'n']
974;küpatuan;['küpa', 'tu', 'a', 'n']
975;kümekunun;['küme', 'kunu', 'n']
976;kisulekaafun;['kisu', 'le', 'ka', 'a', 'fu', 'n']
977;mütrümngeken;['mütrüm', 'nge', 'ke', 'n']
978;küdawküleken;['küdaw', 'küle', 'ke', 'n']
979;kelluniengen;['kellu', 'nie', 'nge', 'n']
980;faltan;['falta', 'n']
981;tukukafun;['tuku', 'ka', 'fu', 'n']
982;tonfunagngen;['tonfu', 'nag', 'nge', 'n']
983;angkünagmeken;['angkü', 'nag', 'meke', 'n']
984;felerkefun;['fele', 'rke', 'fu', 'n']
985;allkutuan;['allkutu', 'a', 'n']
986;kimelken;['kimel', 'ke', 'n']
987;ayiken;['ayi', 'ke', 'n']
988;profesorngen;['profesor', 'nge', 'n']
989;kimelfengen;['kimelfe', 'nge', 'n']
990;küpakimfun;['küpa', 'kim', 'fu', 'n']
991;profesormekekerkefun;['profesor', 'meke', 'ke', 'rke', 'fu', 'n']
992;educan;['educa', 'n']
993;allkükefun;['allkü', 'ke', 'fu', 'n']
994;mapudungulen;['mapudungu', 'le', 'n']
995;tukungekefun;['tuku', 'nge', 'ke', 'fu', 'n']
996;enekechilen;['ene', 'kechi', 'le', 'n']
997;wallpalen;['wall', 'pa', 'le', 'n']
998;nütramkalen;['nütramka', 'le', 'n']
999;yafutun;['yafutu', 'n']
1000;ayikefun;['ayi', 'ke', 'fu', 'n']
1001;explicakefun;['explica', 'ke', 'fu', 'n']
1002;elukefun;['elu', 'ke', 'fu', 'n']
1003;kimkefun;['kim', 'ke', 'fu', 'n']
1004;adumkefun;['adum', 'ke', 'fu', 'n']
1005;rulpakefun;['rulpa', 'ke', 'fu', 'n']
1006;allküfun;['allkü', 'fu', 'n']
1007;akukefun;['aku', 'ke', 'fu', 'n']
1008;kimken;['kim', 'ke', 'n']
1009;escribingen;['escribi', 'nge', 'n']
1010;adentuken;['adentu', 'ke', 'n']
1011;wiringen;['wiri', 'nge', 'n']
1012;kewangekefun;['kewa', 'nge', 'ke', 'fu', 'n']
1013;kewangekerkefun;['kewa', 'nge', 'ke', 'rke', 'fu', 'n']
1014;castigangekerkefun;['castiga', 'nge', 'ke', 'rke', 'fu', 'n']
1015;castigangen;['castiga', 'nge', 'n']
1016;mapudungungen;['mapudungu', 'nge', 'n']
1017;kimeltungen;['kimel', 'tu', 'nge', 'n']
1018;castigangekefun;['castiga', 'nge', 'ke', 'fu', 'n']
1019;kewangen;['kewa', 'nge', 'n']
1020;pipen;['pi', 'pe', 'n']
1021;longkon;['longko', 'n']
1022;nochilkaken;['nochi', 'l', 'ka', 'ke', 'n']
1023;kimwingkadungun;['kim', 'wingkadungu', 'n']
1024;allküken;['allkü', 'ke', 'n']
1025;amatungeken;['amatu', 'nge', 'ke', 'n']
1026;profesorngerumen;['profesor', 'nge', 'rume', 'n']
1027;kimelfengerumen;['kimelfe', 'nge', 'rume', 'n']
1028;kimeltuafun;['kimel', 'tu', 'a', 'fu', 'n']
1029;kimelkerken;['kimel', 'ke', 'rke', 'n']
1030;profesorngekerken;['profesor', 'nge', 'ke', 'rke', 'n']
1031;kimentumen;['kim', 'entu', 'me', 'n']
1032;umawleken;['umaw', 'le', 'ke', 'n']
1033;ayulken;['ayu', 'l', 'ke', 'n']
1034;ramtukefun;['ramtu', 'ke', 'fu', 'n']
1035;ñochingen;['ñochi', 'nge', 'n']
1036;wirikonkülen;['wiri', 'kon', 'küle', 'n']
1037;ayian;['ayi', 'a', 'n']
1038;allkülen;['allkü', 'le', 'n']
1039;kimeltuan;['kimel', 'tu', 'a', 'n']
1040;lelingen;['leli', 'nge', 'n']
1041;enseñacherken;['enseña', 'che', 'rke', 'n']
1042;nuyun;['nuyu', 'n']
1043;llikaken;['llika', 'ke', 'n']
1044;llikangen;['llika', 'nge', 'n']
1045;nuyunuyungen;['nuyu', 'nuyu', 'nge', 'n']
1046;pipiyengeken;['pi', 'pi', 'ye', 'nge', 'ke', 'n']
1047;llikaniekan;['llika', 'nie', 'ka', 'n']
1048;tranquilitolen;['tranquilito', 'le', 'n']
1049;ngümangümaken;['ngüma', 'ngüma', 'ke', 'n']
1050;wüzan;['wüza', 'n']
1051;mütrümen;['mütrüm', 'e', 'n']
1052;ayiwkületun;['ayi', 'w', 'küle', 'tu', 'n']
1053;ayiwtun;['ayi', 'w', 'tu', 'n']
1054;ngüpafngüpafngen;['ngüpaf', 'ngüpaf', 'nge', 'n']
1055;naykümen;['nayküme', 'n']
1056;rakiduamkefun;['rakiduam', 'ke', 'fu', 'n']
1057;puwkülen;['puw', 'küle', 'n']
1058;femngeken;['fem', 'nge', 'ke', 'n']
1059;welulkawan;['welu', 'l', 'ka', 'w', 'a', 'n']
1060;zincngen;['zinc', 'nge', 'n']
1061;mületuan;['müle', 'tu', 'a', 'n']
1062;kümelkaletuan;['küme', 'l', 'ka', 'le', 'tu', 'a', 'n']
1063;enseñangen;['enseña', 'nge', 'n']
1064;mapuchedunguan;['mapuche', 'dungu', 'a', 'n']
1065;ramtuafun;['ramtu', 'a', 'fu', 'n']
1066;entenden;['entende', 'n']
1067;yewentukutun;['yewen', 'tuku', 'tu', 'n']
1068;yeweniean;['yewe', 'nie', 'a', 'n']
1069;yeweafun;['yewe', 'a', 'fu', 'n']
1070;wingkadungungelen;['wingkadungu', 'nge', 'le', 'n']
1071;trawün;['traw', 'ün']
1072;ñiwunkefun;['ñiwun', 'ke', 'fu', 'n']
1073;tukukunun;['tuku', 'kunu', 'n']
1074;kellukefun;['kellu', 'ke', 'fu', 'n']
1075;kelluan;['kellu', 'a', 'n']
1076;kellumean;['kellu', 'me', 'a', 'n']
1077;ülkantulekefun;['ülkantu', 'le', 'ke', 'fu', 'n']
1078;trillan;['trilla', 'n']
1079;kimülkantun;['kim', 'ül', 'kantu', 'n']
1080;pütrülekefun;['pütrü', 'le', 'ke', 'fu', 'n']
1081;allkutun;['allkutu', 'n']
1082;amufun;['amu', 'fu', 'n']
1083;ülkantuan;['ülkantu', 'a', 'n']
1084;inayan;['ina', 'ya', 'n']
1085;wengetun;['we', 'nge', 'tu', 'n']
1086;chemngetun;['chem', 'nge', 'tu', 'n']
1087;mapuchedungutun;['mapuche', 'dungu', 'tu', 'n']
1088;dungutun;['dungu', 'tu', 'n']
1089;estudialetun;['estudia', 'le', 'tu', 'n']
