;Palabra;Glosa
3118;ilongeay;ilo-nge-a-y
3119;entukey;entu-ke-y
3120;tampoco;tampoco
3121;chuchi;chuchi
3122;farakotulu;farako-tu-lu
3123;autoridad;autoridad
3124;feypikeaymi;fey-pi-ke-a-ymi
3125;koylatumekey;koyla-tu-meke-y
3126;amukeiñ;amu-ke-iñ
3127;ruftu;ruf-tu
3128;amupeyem;amu-pe-ye-m
3129;pingümi;pingüm-i
3130;ngelaiñ;nge-la-iñ
3131;lof;lof
3132;iyufali;i-yu-fal-i
3133;tuchi;tu-chi
3134;ipulu;i-pu-lu
3135;femkelley;fem-ke-lle-y
3136;illküy;illkü-y
3137;konümpafilu;konümpa-fi-lu
3138;putun;putu-n
3139;truri;trur-i
3140;feypingey;fey-pi-nge-y
3141;famkefueyñmew;fam-ke-fu-e-yñ-mew
3142;nakümngealu;naküm-nge-a-lu
3143;pirumeenew;pi-rume-e-n-ew
3144;piwkefun;pi-w-ke-fu-n
3145;kimaymi;kim-a-ymi
3146;piafu;pi-a-fu-
3147;camion;camion
3148;famtripayngün;fam-tripa-y-ngün
3149;kullingeiñ;kulli-nge-iñ
3150;püñeñngekey;püñeñ-nge-ke-y
3151;feyngelay;fey-nge-la-y
3152;piyawi;pi-yaw-i
3153;küdawkülelu;küdaw-küle-lu
3154;lleno;lleno
3155;wüzatuay;wüza-tu-a-y
3156;me;me
3157;pifueyu;pi-fu-e-yu
3158;witrantupaenew;witran-tu-pa-e-n-ew
3159;mapuchekechiley;mapuche-kechi-le-y
3160;umawtukeyem;umaw-tu-ke-ye-m
3161;regla;regla
3162;kiñeley;kiñe-le-y
3163;rupa;rupa
3164;machi;machi
3165;feypiken;fey-pi-ke-n
3166;kelluwkefuyngün;kellu-w-ke-fu-y-ngün
3167;tukuley;tuku-le-y
3168;lladküken;lladkü-ke-n
3169;ramtun;ramtu-n
3170;ngolliyawi;ngolli-yaw-i
3171;domo;domo
3172;kuydaufisayawlu;kuyda-ufisa-yaw-lu
3173;kimelwe;kimel-we
3174;kimniey;kim-nie-y
3175;faliy;fali-y
3176;granero;granero
3177;adumuluwi;adumu-lu-w-i
3178;nütramkayaiñ;nütramka-ya-iñ
3179;angümelngekefuy;angüm-el-nge-ke-fu-y
3180;akuken;aku-ke-n
3181;pastel;pastel
3182;caza;caza
3183;ngillatupukey;ngillatu-pu-ke-y
3184;iñ;iñ
3185;feyngerkey;fey-nge-rke-y
3186;pepalu;pepa-lu
3187;feyentukefuy;feyentu-ke-fu-y
3188;chemchi;chem-chi
3189;pifiñ;pi-fi-ñ
3190;pütrüke;pütrü-ke
3191;pichidomongelu;pichi-domo-nge-lu
3192;wirarün;wirar-ün
3193;wingkadungutuyngün;wingkadungu-tu-y-ngün
3194;especialista;especialista
3195;pekelafu;pe-ke-la-fu-
3196;profe;profe
3197;femngey;fem-nge-y
3198;kimelen;kimel-e-n
3199;mütrümmuaiñ;mütrüm-mu-a-iñ
3200;dulliaiñ;dulli-a-iñ
3201;chillkatulay;chillkatu-la-y
3202;kimnielu;kim-nie-lu
3203;chew;chew
3204;penolu;peno-lu
3205;umawpuy;umaw-pu-y
3206;entuniengekey;entu-nie-nge-ke-y
3207;mesa;mesa
3208;adkintuwe;adkintu-we
3209;ruparkey;rupa-rke-y
3210;ülmenkantungelaiñ;ülmen-kantu-nge-la-iñ
3211;tulongtukuenew;tulong-tuku-e-n-ew
3212;kimkülmün;kim-kül-mün
3213;trana;trana
3214;trilltran;trilltran
3215;palu;pa-lu
3216;pimengey;pi-me-nge-y
3217;trekayawi;treka-yaw-i
3218;aceptalu;acepta-lu
3219;sur;sur
3220;akutukey;aku-tu-ke-y
3221;fütake;füta-ke
3222;elukeafimün;elu-ke-a-fi-mün
3223;wewnge;wew-nge
3224;papay;papay
3225;werken;werken
3226;pingümfilu;pingüm-fi-lu
3227;mongelelu;monge-le-lu
3228;dew;dew
3229;ayiwi;ayi-w-i
3230;küpangelu;küpa-nge-lu
3231;yangkall;yangkall
3232;pepaeyew;pe-pa-e-y-ew
3233;escritura;escritura
3234;tranaleyngu;trana-le-y-ngu
3235;pemeafilu;pe-me-a-fi-lu
3236;kintumillaymi;kintu-milla-ymi
3237;ülkantukeymi;ülkantu-ke-ymi
3238;kintuyawlfiy;kintu-yaw-l-fi-y
3239;amulkeafimün;amu-l-ke-a-fi-mün
3240;pifinge;pi-fi-nge
3241;dunguan;dungu-a-n
3242;muntuñmangey;muntu-ñma-nge-y
3243;kutrankülewelayan;kutran-küle-we-la-ya-n
3244;fotr;fotr
3245;elulafiyu;elu-la-fi-yu
3246;pañu;pañu
3247;tumor;tumor
3248;küdawlelu;küdaw-le-lu
3249;mületuy;müle-tu-y
3250;pimün;pi-mün
3251;kutu;ku-tu
3252;weñekunuñmangey;weñe-kunu-ñma-nge-y
3253;tinta;tinta
3254;presoñma;preso-ñma
3255;guanaco;guanaco
3256;femwelaiñ;fem-we-la-iñ
3257;fiesta;fiesta
3258;ngekefuy;nge-ke-fu-y
3259;llika;llika
3260;longkotukuniefin;longko-tuku-nie-fi-n
3261;rapto;rapto
3262;nentuñmangen;nentu-ñma-nge-n
3263;ayuwünkechi;ayuwün-kechi
3264;arengey;are-nge-y
3265;trapi;trapi
3266;que;qu-e
3267;wulu;wu-lu
3268;alfabeto;alfabeto
3269;weñen;weñe-n
3270;kawiñ;kawiñ
3271;tripaiñ;tripa-iñ
3272;dullipay;dulli-pa-y
3273;pedir;pedir
3274;rüngo;rüngo
3275;rupakey;rupa-ke-y
3276;nacelan;nace-la-n
3277;amuaymün;amu-a-ymün
3278;welu;welu
3279;pultrunngekefuy;pultrun-nge-ke-fu-y
3280;tabla;tabla
3281;tukutuluael;tuku-tu-lu-a-el
3282;dungu;dungu
3283;fisa;fis-a
3284;ponwitu;ponwitu
3285;entukefun;entu-ke-fu-n
3286;chofungele;chofu-nge-l-e
3287;lawentuchefengey;lawen-tu-che-fe-nge-y
3288;küpalelefueyew;küpa-le-le-fu-e-y-ew
3289;pepingeken;pepi-nge-ke-n
3290;zincngey;zinc-nge-y
3291;kon;kon-
3292;witrafiy;witra-fi-y
3293;ngoymakerkelay;ngoyma-ke-rke-la-y
3294;wirarkerkey;wira-rke-rke-y
3295;nielay;nie-la-y
3296;rulpakelaiñ;rulpa-ke-la-iñ
3297;yenielafiiñ;ye-nie-la-fi-iñ
3298;kimelkerkeymi;kimel-ke-rke-ymi
3299;apümngealu;apü-m-nge-a-lu
3300;nütramkapakey;nütramka-pa-ke-y
3301;rupalimün;rupa-li-mün
3302;kutranwetukelay;kutran-we-tu-ke-la-y
3303;kutrankefulu;kutran-ke-fu-lu
3304;wingkadunguleetew;wingkadungu-le-e-t-ew
3305;kimelan;kimel-a-n
3306;kimkeiñ;kim-ke-iñ
3307;decian;decian
3308;elel;el-el
3309;walloñmekefuy;walloñ-meke-fu-y
3310;küpakimfufin;küpa-kim-fu-fi-n
3311;ellayay;el-la-ya-y
3312;illküafuy;illkü-a-fu-y
3313;mallmall;mallmall
3314;ayikelan;ayi-ke-la-n
3315;illamkaenew;illam-ka-e-n-ew
3316;eñukolwe;eñu-ko-l-we
3317;künawe;künawe
3318;ñochika;ñochi-ka
3319;nakümngeael;naküm-nge-a-el
3320;aliwen;aliwen
3321;amulu;amu-lu
3322;dengüll;dengüll
3323;poblacion;poblacion
3324;küllküll;küllküll
3325;a;a-
3326;wingkadungulafuy;wingkadungu-la-fu-y
3327;wedachewiñ;weda-che-w-iñ
3328;inaramtun;ina-ramtu-n
3329;femnwekelafuy;fem-n-we-ke-la-fu-y
3330;fütangeael;füta-nge-a-el
3331;felekey;fele-ke-y
3332;entuñmangen;entu-ñma-nge-n
3333;elkunuy;el-kunu-y
3334;familia;familia
3335;tremkey;trem-ke-y
3336;liftuken;lif-tu-ke-n
3337;sobrino;sobrino
3338;allküñmakefuy;allkü-ñma-ke-fu-y
3339;colocolo;colo-colo
3340;ngüñen;ngüñe-n
3341;cantaba;cantab-a
3342;putokokerkey;putoko-ke-rke-y
3343;eletew;el-e-t-ew
3344;montuam;montu-a-m
3345;mültrün;mültrün
3346;rumeñma;rume-ñma
3347;dungukeyngün;dungu-ke-y-ngün
3348;müpüyawlu;müpü-yaw-lu
3349;allkutulekefun;allkutu-le-ke-fu-n
3350;fali;fal-i
3351;kuram;kuram
3352;niño;niño
3353;mapuchedunguleiñ;mapuche-dungu-le-iñ
3354;fotocopia;fotocopia
3355;üyelkefuy;üy-el-ke-fu-y
3356;feypienew;fey-pi-e-n-ew
3357;yenielu;ye-nie-lu
3358;papeltulayaiñ;papel-tu-la-ya-iñ
3359;ko;ko
3360;feyentukefiy;feyentu-ke-fi-y
3361;ufisakamañael;ufisa-kamañ-a-el
3362;femkalafuy;fem-ka-la-fu-y
3363;lladküiñ;lladkü-iñ
3364;amatukeiñ;amatu-ke-iñ
3365;niekeymün;nie-ke-ymün
3366;elkünuken;el-künu-ke-n
3367;kechiley;kechi-le-y
3368;tranakefuy;trana-ke-fu-y
3369;ramtuenew;ramtu-e-n-ew
3370;misawkefuy;misaw-ke-fu-y
3371;müpükey;müpü-ke-y
3372;niefel;nie-f-el
3373;feyentungelay;feyentu-nge-la-y
3374;ayukefin;ayu-ke-fi-n
3375;arroz;arroz
3376;kankan;kankan
3377;ngürüfniengey;ngürüf-nie-nge-y
3378;moldaje;moldaje
3379;va;v-a
3380;küpaadumwluael;küpa-adum-w-lu-a-el
3381;kimlafimi;kim-laf-imi
3382;allküle;allkü-l-e
3383;ñochingey;ñochi-nge-y
3384;amutuan;amu-tu-a-n
3385;casamiento;casamiento
3386;wule;wule
3387;amun;a-mun
3388;wiriy;wiri-y
3389;respetafiy;respeta-fi-y
3390;küpalün;küpal-ün
3391;nagi;nag-i
3392;entuam;entu-a-m
3393;layafuiñ;la-ya-fu-iñ
3394;chumten;chumten
3395;felealu;fele-a-lu
3396;estudiayafiel;estudia-ya-fi-el
3397;rupalay;rupa-la-y
3398;ayefun;aye-fu-n
3399;penolu;pe-no-lu
3400;mo;mo
3401;karukatufe;karukatu-fe
3402;nieli;nie-l-i
3403;llikaleymi;llika-le-ymi
3404;vecina;vecina
3405;femkeaymün;fem-ke-a-ymün
3406;langümngerkey;langüm-nge-rke-y
3407;kawitu;kawitu
3408;miyawün;miyaw-ün
3409;mapudungufuy;mapudungu-fu-y
3410;pikefin;pi-ke-fi-n
3411;garra;garra
3412;pian;pi-a-n
3413;instrumento;instrumento
3414;lefwitrafin;lef-witra-fi-n
3415;mawidantu;mawida-ntu
3416;kallpitungey;kallpitu-nge-y
3417;ayeniefin;aye-nie-fi-n
3418;kutrankaw;kutrankaw-
3419;llikalngekefuy;llika-l-nge-ke-fu-y
3420;hospital;hospital
3421;niekeel;nie-ke-el
3422;rakiduamimi;rakiduam-imi
3423;trariniengey;trari-nie-nge-y
3424;mülekefun;müle-ke-fu-n
3425;kelluentendekanolu;kellu-entende-ka-no-lu
3426;nütramkayayu;nütramka-ya-yu
3427;ütrar;ütrar
3428;yemengekelafuy;ye-me-nge-ke-la-fu-y
3429;mapudungulelu;mapudungu-le-lu
3430;nentukan;nentu-ka-n
3431;guagualepelan;guagua-le-pe-la-n
3432;akulngey;aku-l-nge-y
3433;leliwle;leli-w-l-e
3434;trekayawün;treka-yaw-ün
3435;allkükefun;allkü-ke-fu-n
3436;koral;koral
3437;lügkoyan;lügkoyan
3438;de;d-e
3439;eli;el-i
3440;chemchiñmangekefuy;chem-chi-ñma-nge-ke-fu-y
3441;siempre;siempre
3442;ngümayael;ngüma-ya-el
3443;lelifin;leli-fi-n
3444;tukulelafiel;tuku-lel-a-fi-el
3445;micro;micro
3446;la;la-
3447;katrumamüllmeam;katru-mamüll-me-a-m
3448;wingkadungukefunolu;wingkadungu-ke-fu-no-lu
3449;mütrümfin;mütrüm-fi-n
3450;ñamün;ñam-ün
3451;llikaley;llika-le-y
3452;piay;pi-a-y
3453;kimwirifule;kim-wiri-fu-l-e
3454;reke;reke
3455;feychike;fey-chi-ke
3456;mapuchedunguyngün;mapuche-dungu-y-ngün
3457;politico;politico
3458;werküken;werkü-ke-n
3459;kiñewün;kiñe-w-ün
3460;yeniele;ye-nie-l-e
3461;mawüalu;mawü-a-lu
3462;abrazo;abrazo
3463;ngülañmangeam;ngüla-ñma-nge-a-m
3464;küpatukufiiñ;küpa-tuku-fi-iñ
3465;ayiwküleael;ayi-w-küle-a-el
3466;chemlelafiel;chem-le-la-fi-el
3467;kiñengey;kiñe-nge-y
3468;weftuael;wef-tu-a-el
3469;chewi;che-w-i
3470;nütramkaenew;nütramka-e-n-ew
3471;yenieafuymi;ye-nie-a-fu-ymi
3472;mapudunguy;mapudungu-y
3473;chengey;che-nge-y
3474;kompañkiyawlafin;kompañ-kiyaw-la-fi-n
3475;diluvio;diluvio
3476;ngümafiiñ;ngüma-fi-iñ
3477;chumafuy;chum-a-fu-y
3478;pilunafiiñ;pilun-a-fi-iñ
3479;kütrankulelu;kütranku-le-lu
3480;lafuyu;la-fu-yu
3481;lladkütumekey;lladkü-tu-meke-y
3482;pozo;pozo
3483;e;e
3484;kurülekefuy;kurü-le-ke-fu-y
3485;korü;korü
3486;wedwedngekefuy;wedwed-nge-ke-fu-y
3487;lalu;la-lu
3488;kümelkalepanon;küme-l-ka-le-pa-no-n
3489;ahi;ahi
3490;nentukelay;nentu-ke-la-y
3491;ülmenwün;ülmen-w-ün
3492;traktor;traktor
3493;alma;alma
3494;mama;mama
3495;mekeiñ;meke-iñ
3496;femli;fem-l-i
3497;entuaymi;entu-a-ymi
3498;tañi;ta-ñ-i
3499;ülkantupelayan;ülkantu-pe-la-ya-n
3500;konpakelay;kon-pa-ke-la-y
3501;wentru;wentru
3502;tralkatungefun;tralkatu-nge-fu-n
3503;kümelkalepan;küme-l-ka-le-pa-n
3504;katrukelafun;katru-ke-la-fu-n
3505;longkontuñmafin;longko-n-tu-ñma-fi-n
3506;küpafuy;küpa-fu-y
3507;palu;palu
3508;lider;lider
3509;wirawiraniengün;wira-wira-nie-ngün
3510;weñengekelaiñ;weñe-nge-ke-la-iñ
3511;palo;palo
3512;rungalküley;rungal-küle-y
3513;terremoto;terremoto
3514;anutukungekey;anu-tuku-nge-ke-y
3515;wente;wente
3516;fundo;fundo
3517;tüfeychi;tüfey-chi
3518;kewawingün;kewa-w-i-ngün
3519;entulmün;entu-l-mün
3520;monja;monja
3521;putuaiñ;putu-a-iñ
3522;castigangelay;castiga-nge-la-y
3523;lapelayafuy;la-pe-la-ya-fu-y
3524;küpaküdawkülele;küpa-küdaw-küle-l-e
3525;mülekey;müle-ke-y
3526;manguera;manguera
3527;wilituafulu;wili-tu-a-fu-lu
3528;amulele;amu-le-le
3529;piyawkelaiñ;pi-yaw-ke-la-iñ
3530;wedachewüy;weda-che-w-üy
3531;lolo;lolo
3532;tremümkiyawfimün;trem-üm-kiyaw-fi-mün
3533;aleko;aleko
3534;uyechi;uye-chi
3535;ngollil;ngolli-l
3536;kawitu;ka-w-i-tu
3537;kuchatuken;kucha-tu-ke-n
3538;h;h
3539;allkatuy;allka-tu-y
3540;katrungekelafuy;katru-nge-ke-la-fu-y
3541;pizku;pizku
3542;lloftumealu;lloftu-me-a-lu
3543;clarita;clarita
3544;fempafiñ;fem-pa-fi-ñ
3545;wimpulay;wim-pu-la-y
3546;lay;la-y
3547;forestales;forestales
3548;trukur;trukur
3549;mapuchedungulekefuy;mapuche-dungu-le-ke-fu-y
3550;dewmarukafengelu;dewma-ruka-fe-nge-lu
3551;küpakekonfuy;küpa-ke-kon-fu-y
3552;chodkülele;chod-küle-l-e
3553;enfermera;enfermera
3554;millalen;millalen
3555;respetayael;respeta-ya-el
3556;pipaenew;pi-pa-e-n-ew
3557;ngülamkefin;ngülam-ke-fi-n
3558;quintriqueo;quintriqueo
3559;pinge;pi-nge
3560;zapato;zapato
3561;chumleafel;chum-le-a-f-el
3562;yufuwe;yufu-we
3563;cerebro;cerebro
3564;pamulongkolimi;pamu-longko-l-imi
3565;adumuluwün;adumu-lu-w-ün
3566;feypikelafuy;fey-pi-ke-la-fu-y
3567;feypifin;fey-pi-fi-n
3568;pichilu;pichi-lu
3569;pilkatu;pilkatu
3570;bus;bus
3571;chachay;chachay
3572;peñmangelafuy;pe-ñma-nge-la-fu-y
3573;falta;falta
3574;lefkentu;lef-ke-ntu
3575;anuleiñ;anu-le-iñ
3576;wallñmafingün;wall-ñma-fi-ngün
3577;lupümfiy;lup-üm-fi-y
3578;küdawtuam;küdaw-tu-a-m
3579;nienolu;nie-no-lu
3580;entuli;entu-l-i
3581;ngewetulay;nge-we-tu-la-y
3582;ramtukefun;ramtu-ke-fu-n
3583;ayiwkelu;ayi-w-ke-lu
3584;kimnieyngün;kim-nie-y-ngün
3585;llemay;llemay
3586;nütramkaken;nütramka-ke-n
3587;kimfin;kim-fi-n
3588;tukulngetukefuy;tuku-l-nge-tu-ke-fu-y
3589;wün;wün
3590;dunguwelayaymi;dungu-we-la-ya-ymi
3591;femken;fem-ke-n
3592;kimel;kimel
3593;trapumwingün;trapum-w-i-ngün
3594;mütrümwekelayaymi;mütrüm-we-ke-la-ya-ymi
3595;entulayay;entu-la-ya-y
3596;chi;chi
3597;wellewelletuy;welle-welle-tu-y
3598;dewmangeael;dewma-nge-a-el
3599;kimeleyñmew;kimel-e-yñ-mew
3600;inda;inda
3601;dijo;dijo
3602;chillan;chillan
3603;karü;karü
3604;urkukey;urku-ke-y
3605;supermercado;supermercado
3606;sanchu;sanchu
3607;privatizaley;privatiza-le-y
3608;kimlayu;kim-la-yu
3609;poyekefimün;poye-ke-fi-mün
3610;yey;ye-y
3611;pütrüley;pütrü-le-y
3612;yall;yall
3613;tranakununge;trana-kunu-nge
3614;tukurkeyngün;tuku-rke-y-ngün
3615;ikefuy;i-ke-fu-y
3616;inafulkületuy;inaful-küle-tu-y
3617;acordaniekefuy;acorda-nie-ke-fu-y
3618;küdawmey;küdaw-me-y
3619;lan;la-n
3620;lifkülekefuy;lif-küle-ke-fu-y
3621;amta;am-t-a
3622;yeniekey;ye-nie-ke-y
3623;feypipiy;fey-pi-pi-y
3624;nguyulay;nguyu-la-y
3625;pultrunley;pultrun-le-y
3626;wirarkülen;wirar-küle-n
3627;mongeleyngün;monge-le-y-ngün
3628;feypien;fey-pi-e-n
3629;muntutulu;muntu-tu-lu
3630;weke;we-ke
3631;wenchelen;wenche-le-n
3632;kellumekeeymew;kellu-meke-e-ym-ew
3633;peñiwen;peñi-wen
3634;nütramkakelafun;nütramka-ke-la-fu-n
3635;bicicleta;bicicleta
3636;kulpa;kulpa
3637;putukeyngün;putu-ke-y-ngün
3638;ülngey;ü-l-nge-y
3639;nagadkintun;nag-adkintu-n
3640;jardin;jardin
3641;pelu;pe-lu
3642;putokokeymi;putoko-ke-ymi
3643;peken;pe-ke-n
3644;lefleftripayu;lef-lef-tripa-yu
3645;iyael;i-ya-el
3646;desahuciado;desahuciado
3647;la;la
3648;trapümngekefuy;trap-üm-nge-ke-fu-y
3649;ilongepuy;ilo-nge-pu-y
3650;yafutunge;yafutu-nge
3651;chengefuy;che-nge-fu-y
3652;inawentufin;inawen-tu-fi-n
3653;kutu;kutu
3654;newfuyu;-n-ew-fu-yu
3655;pamulimi;pamu-l-imi
3656;ejemplo;ejemplo
3657;pontro;pontro
3658;trureñma;trure-ñma
3659;ama;ama
3660;femngechiley;femngechi-le-y
3661;ün;ü-n
3662;wirikonkülen;wiri-kon-küle-n
3663;küpafkangekelafuy;küpaf-ka-nge-ke-la-fu-y
3664;ngetulay;nge-tu-la-y
3665;tripakelay;tripa-ke-la-y
3666;santa;santa
3667;witranalwe;witranalwe
3668;felerkeyngün;fele-rke-y-ngün
3669;ropa;ropa
3670;amuchi;amu-chi
3671;pilayngün;pi-la-y-ngün
3672;atungeael;atu-nge-a-el
3673;puwkefuy;puw-ke-fu-y
3674;respetawi;respeta-w-i
3675;galvarino;galvarino
3676;peno;peno
3677;wulün;wul-ün
3678;kümelkalepule;küme-l-ka-le-pu-l-e
3679;llikalen;llika-le-n
3680;tuwimi;tuw-imi
3681;rumelu;rume-lu
3682;mülepukey;müle-pu-ke-y
3683;dewmangewelay;dewma-nge-we-la-y
3684;amutuael;amu-tu-a-el
3685;goma;goma
3686;yerpunge;ye-rpu-nge
3687;yanqui;yanqui
3688;pariente;pariente
3689;urkutulean;urku-tu-le-a-n
3690;kimeltungey;kimel-tu-nge-y
3691;chacha;chacha
3692;fillalepe;filla-le-pe
3693;kudulu;kudu-lu
3694;ngünechen;ngünechen
3695;contenta;co-n-t-e-n-t-a
3696;wünenküley;wüne-n-küle-y
3697;pipeenew;pi-pe-e-n-ew
3698;beti;beti
3699;trawün;trawü-n
3700;kimkeyngün;kim-ke-y-ngün
3701;ngerkelay;nge-rke-la-y
3702;yewün;yewün
3703;dungunoliiñ;dungu-no-li-iñ
3704;trukungelay;truku-nge-la-y
3705;kakelu;ka-ke-lu
3706;illkütufin;illkü-tu-fi-n
3707;chumkelay;chum-ke-la-y
3708;gloria;gloria
3709;profesorngen;profesor-nge-n
3710;trawütrawümekeyngün;trawü-trawü-meke-y-ngün
3711;füchachengey;fücha-che-nge-y
3712;longkoleael;longko-le-a-el
3713;interesakelay;interesa-ke-la-y
3714;kimnien;kim-nie-n
3715;kutranküleymu;kutran-küle-ymu
3716;trananagaiñ;trana-nag-a-iñ
3717;trampa;trampa
3718;dewmaiñ;dewma-iñ
3719;e;e-
3720;allkütuaymün;allkü-tu-a-ymün
3721;ngümayawi;ngüma-yaw-i
3722;cerca;cerca
3723;chefengelu;che-fe-nge-lu
3724;i;i-
3725;feyentukey;feyentu-ke-y
3726;amuay;amu-a-y
3727;pikefuy;pi-ke-fu-y
3728;allkütukelayngün;allkü-tu-ke-la-y-ngün
3729;feypikefuenew;fey-pi-ke-fu-e-n-ew
3730;fendengeken;fende-nge-ke-n
3731;pileiñ;pi-le-iñ
3732;dungukefuy;dungu-ke-fu-y
3733;pipen;pi-pe-n
3734;dallukefueyñmew;dallu-ke-fu-e-yñ-mew
3735;kimwelay;kim-we-la-y
3736;akuymi;aku-ymi
3737;ngülamngekefuel;ngülam-nge-ke-fu-el
3738;pepidungulafiiñ;pepi-dungu-la-fi-iñ
3739;pipingelayaymi;pi-pi-nge-la-ya-ymi
3740;tarde;tarde
3741;pirumeli;pi-rume-l-i
3742;küdawkeymi;küdaw-ke-ymi
3743;kimentumefin;kim-entu-me-fi-n
3744;pamurke;pamu-rke
3745;ñaña;ñaña
3746;leli;lel-i
3747;chumlerpuael;chum-le-rpu-a-el
3748;foro;foro
3749;küpakimlu;küpa-kim-lu
3750;kimelfengelu;kimelfe-nge-lu
3751;educay;educa-y
3752;weñche;weñche
3753;adkintupeliñ;adkintu-pe-l-iñ
3754;kimelngelu;kimel-nge-lu
3755;inafilu;ina-fi-lu
3756;pastor;pastor
3757;hermano;hermano
3758;rupayael;rupa-ya-el
3759;femlan;fem-la-n
3760;feypingün;fey-pi-ngün
3761;adumülngekefuiñ;adum-ül-nge-ke-fu-iñ
3762;de;de
3763;pe;pe
3764;indigena;indigena
3765;vivir;vivir
3766;rangileo;rangileo
3767;nolu;no-lu
3768;kangelu;ka-nge-lu
3769;lasu;lasu
3770;wingkadungutuaymün;wingkadungu-tu-a-ymün
3771;ngüneñmafimi;ngüne-ñma-fi-mi
3772;plantayalu;planta-ya-lu
3773;pipiy;pi-pi-y
3774;luku;luku
3775;viajeyawlu;viaje-ya-w-lu
3776;konle;kon-l-e
3777;pinochet;pinochet
3778;pu;pu
3779;küdawpayael;küdaw-pa-ya-el
3780;küpalu;küpa-lu
3781;valdivia;valdivia
3782;kolekio;kolekio
3783;hectareapelay;hectarea-pe-la-y
3784;kuyfi;kuyfi
3785;femlay;fem-la-y
3786;trefkutrefkungey;trefku-trefku-nge-y
3787;pastores;pastores
3788;feypingelay;fey-pi-nge-la-y
3789;anulen;anu-le-n
3790;adumunolu;adumu-no-lu
3791;pichiche;pichi-che
3792;adngeael;ad-nge-a-el
3793;fentreley;fentre-le-y
3794;piluleyngün;pilu-le-y-ngün
3795;chengen;che-nge-n
3796;inyeccion;inyeccion
3797;celinda;celinda
3798;tripaken;tripa-ke-n
3799;chumleymi;chum-le-ymi
3800;allkütumekey;allkü-tu-meke-y
3801;yeñmangey;ye-ñma-nge-y
3802;lle;lle
3803;niekelaymi;nie-ke-la-ymi
3804;malukakefiiñ;malu-ka-ke-fi-iñ
3805;pikeeyñmew;pi-ke-e-yñ-mew
3806;feypinge;fey-pi-nge
3807;trongliley;trongli-le-y
3808;feypiafuel;fey-pi-a-fu-el
3809;pidekefuy;pide-ke-fu-y
3810;kimentumen;kim-entu-me-n
3811;kisuyawi;kisu-yaw-i
3812;chemkey;chem-ke-y
3813;femün;fem-ün
3814;chumkunuafuy;chum-kunu-a-fu-y
3815;kancha;kancha
3816;llikayawiñ;llika-yaw-iñ
3817;weche;weche
3818;mapudungukeaymi;mapudungu-ke-a-ymi
3819;eskotatulekefuyngün;eskota-tu-le-ke-fu-y-ngün
3820;nütramkakeyu;nütramka-ke-yu
3821;nengümkey;nengüm-ke-y
3822;kawel;ka-w-el
3823;truol;truo-l
3824;trafmepeyu;traf-me-pe-yu
3825;tercer;tercer
3826;relenole;rele-no-l-e
3827;tukuy;tuku-y
3828;katrungekelay;katru-nge-ke-la-y
3829;ipaymi;i-pa-ymi
3830;wudwudlu;wudwud-lu
3831;wenuyefiiñ;wenu-ye-fi-iñ
3832;pentukumeafilu;pentuku-me-a-fi-lu
3833;yeniengen;ye-nie-nge-n
3834;miyawaymi;miyaw-a-ymi
3835;o;o-
3836;mongelkey;monge-l-ke-y
3837;longkotukunien;longko-tuku-nie-n
3838;lawentuchengefuy;lawen-tu-che-nge-fu-y
3839;kimafiel;kim-a-fi-el
3840;dewmalmün;dewma-l-mün
3841;tripanoael;tripa-no-a-el
3842;ayulan;ayu-la-n
3843;pifuymi;pi-fu-ymi
3844;subsidianieeyew;subsidia-nie-e-y-ew
3845;amutukey;amu-tu-ke-y
3846;dungupen;dungu-pe-n
3847;tripayan;tripa-ya-n
3848;pen;pe-n
3849;allkün;allkü-n
3850;dungulu;dungu-lu
3851;ñamyaw;ñam-yaw-
3852;niekey;nie-ke-y
3853;melingekeiñ;meli-nge-ke-iñ
3854;kimniekelafun;kim-nie-ke-la-fu-n
3855;ver;ver
3856;fentepuy;fente-pu-y
3857;filla;filla
3858;aprenden;aprende-n
3859;pelontuwe;pelon-tu-we
3860;nofiel;no-fi-el
3861;yafulukey;yafu-lu-ke-y
3862;vaso;vaso
3863;una;una
3864;amatukefu;amatu-ke-fu-
3865;nnofilu;nno-fi-lu
3866;uye;uye
3867;mansun;mansun
3868;elunieeyñmew;elu-nie-e-yñ-mew
3869;tuntungen;tun-tu-nge-n
3870;ükülla;ükülla
3871;wiriael;wiri-a-el
3872;poyengen;poye-nge-n
3873;nieymi;nie-ymi
3874;lelikefuy;leli-ke-fu-y
3875;inange;ina-nge
3876;lakun;laku-n
3877;amumün;amu-mün
3878;purrumekefun;purru-meke-fu-n
3879;deway;dew-a-y
3880;konfuy;kon-fu-y
3881;muntuñmamekeyngün;muntu-ñma-meke-y-ngün
3882;ñamiyu;ñam-iyu
3883;kimelkelay;kimel-ke-la-y
3884;lolon;lolo-n
3885;adumn;adum-n
3886;nagpuy;nag-pu-y
3887;po;po
3888;kollong;kollong
3889;foldo;foldo
3890;iloachawall;ilo-achawall
3891;wedalkamekey;weda-l-ka-meke-y
3892;lloftumekefuy;lloftu-meke-fu-y
3893;davincho;davincho
3894;muntuñmapaeyñmew;muntu-ñma-pa-e-yñ-mew
3895;rungalkülen;rungal-küle-n
3896;chillkatufe;chillkatu-fe
3897;konkefuy;kon-ke-fu-y
